20150820220753,http://www.foxnews.com/us,yes
20130102023525,http://www.foxnews.com/us/,none
20230104052123,https://www.foxnews.com/us,yes
20230104052123,http://foxnews.com/category/us,yes
20190418093117,https://foxnews.com/category/us,yes
20201230000945,https://www.foxnews.com/us/uiry,yes
20131213025338,http://trending.foxnews.com/#us,yes
20230322075657,http://www.foxnews.com/category/us,yes
20181001214009,http://www.foxnews.com/category/us/,none
20230104052123,https://www.foxnews.com/category/us,yes
20230104052123,https://www.foxnews.com/terms-of-use,yes
20230322075657,https://www.foxnews.com/category/us/,none
20130102023525,http://www.foxnews.com/us/index.html,yes
20230310101300,https://www.foxnews.com/fox-business/,none
20181001214009,https://www.foxnews.com/politics/house,yes
20130831035108,http://www.foxnews.com/category/us/west,none
20131221224735,http://www.foxnews.com/category/us/jobs,none
20130904074238,http://www.foxnews.com/category/us/navy,none
20131124051322,http://www.foxnews.com/category/us/army,none
20140704015619,http://www.foxnews.com/category/us/rape,none
20140209043919,http://www.foxnews.com/category/us/fires,none
20150529220707,http://www.foxnews.com/category/us/faith,none
20140530221929,http://www.foxnews.com/category/us/islam,none
20140215020037,http://www.foxnews.com/category/us/water,none
20130922082313,http://www.foxnews.com/category/us/parks,none
20130913000304,http://www.foxnews.com/category/us/crime,yes
20150526203628,http://www.foxnews.com/category/us/taxes,none
20131212023608,http://www.foxnews.com/category/us/drugs,none
20201027110155,https://www.foxnews.com/category/us/miami,yes
20150615221437,http://www.foxnews.com/category/us/family,none
20200826051900,https://www.foxnews.com/us/kenosha-police,yes
20140401000338,http://www.foxnews.com/category/us/terror,yes
20130908101206,http://www.foxnews.com/category/us/trials,none
20130922082313,http://www.foxnews.com/category/us/values,none
20230104052123,https://www.foxnews.com/category/us/crime,yes
20140123001201,http://www.foxnews.com/category/us/energy,yes
20140402011905,http://www.foxnews.com/category/us/privacy,none
20140829183132,http://www.foxnews.com/category/us/treason,none
20130901040400,http://www.foxnews.com/category/us/midwest,none
20230605194918,https://www.foxnews.com/category/us/boston,yes
20230613114725,https://www.foxnews.com/category/us/denver,yes
20130922082313,http://www.foxnews.com/category/us/college,none
20230328042026,https://www.foxnews.com/category/us/austin,yes
20140216042639,http://www.foxnews.com/category/us/nuclear,none
20130328073622,http://www.foxnews.com/about/terms-of-use/,yes
20140608224835,http://www.foxnews.com/category/us/judaism,none
20130102023525,http://www.foxnews.com/us/crime/index.html,none
20140110023525,http://www.foxnews.com/category/us/economy,yes
20150610150638,http://www.foxnews.com/category/us/manhunt,none
20151025220238,http://www.foxnews.com/category/us/heroism,none
20230307172358,https://www.foxnews.com/category/us/energy,yes
20230104052123,https://www.foxnews.com/category/us/terror,yes
20131222213846,http://www.foxnews.com/category/us/tornado,none
20130918040151,http://www.foxnews.com/category/us/marines,none
20140117225924,http://www.foxnews.com/category/us/drought,none
20131026021444,http://www.foxnews.com/category/us/parents,none
20231023203704,https://www.foxnews.com/category/us/orlando,yes
20130904074238,http://www.foxnews.com/category/us/homicide,none
20130102023525,http://www.foxnews.com/us/terror/index.html,none
20230126161344,https://www.foxnews.com/category/us/lottery,yes
20220317022024,https://www.foxnews.com/us/la-gascon-recall,yes
20131209023642,http://www.foxnews.com/category/us/veterans,none
20140112023832,http://www.foxnews.com/category/us/warnings,none
20210714030309,https://www.foxnews.com/category/us/detroit,yes
20230307010654,https://www.foxnews.com/category/us/atlanta,yes
20140318015911,http://www.foxnews.com/category/us/al-qaeda,none
20140228153329,http://www.foxnews.com/category/us/bombings,none
20130913000304,http://www.foxnews.com/category/us/analysis,none
20131111231815,http://www.foxnews.com/category/us/military,yes
20230104052123,https://www.foxnews.com/category/us/economy,yes
20130831035108,http://www.foxnews.com/category/us/religion,yes
20230417150456,https://www.foxnews.com/category/us/seattle,yes
