20130101212713,http://web.archive.org/web/20130101212713/http://www.thedailybeast.com/us-news.html,yes
20130102194700,http://web.archive.org/web/20130102194700/http://www.thedailybeast.com/us-news.html,yes
20130104062002,http://web.archive.org/web/20130104062002/http://www.thedailybeast.com/us-news.html,yes
20130105081207,http://web.archive.org/web/20130105081207/http://www.thedailybeast.com/us-news.html,yes
20130106072634,http://web.archive.org/web/20130106072634/http://www.thedailybeast.com/us-news.html,yes
20130107080836,http://web.archive.org/web/20130107080836/http://www.thedailybeast.com/us-news.html,yes
20130107220917,http://web.archive.org/web/20130107220917/http://www.thedailybeast.com/us-news.html,yes
20130108235643,http://web.archive.org/web/20130108235643/http://www.thedailybeast.com/us-news.html,yes
20130109233804,http://web.archive.org/web/20130109233804/http://www.thedailybeast.com/us-news.html,yes
20130110095557,http://web.archive.org/web/20130110095557/http://www.thedailybeast.com/us-news.html,yes
20130112055659,http://web.archive.org/web/20130112055659/http://www.thedailybeast.com/us-news.html,yes
20130113092332,http://web.archive.org/web/20130113092332/http://www.thedailybeast.com/us-news.html,yes
20130114114038,http://web.archive.org/web/20130114114038/http://www.thedailybeast.com/us-news.html,yes
20130116015405,http://web.archive.org/web/20130116015405/http://www.thedailybeast.com/us-news.html,yes
20130116150853,http://web.archive.org/web/20130116150853/http://www.thedailybeast.com/us-news.html,yes
20130117204006,http://web.archive.org/web/20130117204006/http://www.thedailybeast.com/us-news.html,yes
20130118032101,http://web.archive.org/web/20130118032101/http://www.thedailybeast.com:80/us-news.html,yes
20130120011211,http://web.archive.org/web/20130120011211/http://www.thedailybeast.com/us-news.html,yes
20130121043618,http://web.archive.org/web/20130121043618/http://www.thedailybeast.com/us-news.html,yes
20130122122527,http://web.archive.org/web/20130122122527/http://www.thedailybeast.com/us-news.html,yes
20130123191524,http://web.archive.org/web/20130123191524/http://www.thedailybeast.com/us-news.html,yes
20130212235535,http://web.archive.org/web/20130212235535/http://www.thedailybeast.com/us-news.html,yes
20130213095255,http://web.archive.org/web/20130213095255/http://www.thedailybeast.com/us-news.html,yes
20130214180118,http://web.archive.org/web/20130214180118/http://www.thedailybeast.com/us-news.html,yes
20130215102420,http://web.archive.org/web/20130215102420/http://www.thedailybeast.com/us-news.html,yes
20130216160929,http://web.archive.org/web/20130216160929/http://www.thedailybeast.com/us-news.html,yes
20130217173430,http://web.archive.org/web/20130217173430/http://www.thedailybeast.com/us-news.html,yes
20130218212021,http://web.archive.org/web/20130218212021/http://www.thedailybeast.com:80/us-news.html,yes
20130219204924,http://web.archive.org/web/20130219204924/http://www.thedailybeast.com/us-news.html,yes
20130221051534,http://web.archive.org/web/20130221051534/http://www.thedailybeast.com/us-news.html,yes
20130221140827,http://web.archive.org/web/20130221140827/http://www.thedailybeast.com/us-news.html,yes
20130222144448,http://web.archive.org/web/20130222144448/http://www.thedailybeast.com/us-news.html,yes
20130223234215,http://web.archive.org/web/20130223234215/http://www.thedailybeast.com/us-news.html,yes
20130224221752,http://web.archive.org/web/20130224221752/http://www.thedailybeast.com/us-news.html,yes
